From Artist,To Artist,Weight
Shyheim,O.G.C.,22.0
Shyheim,Remedy,22.0
Shyheim,Streetlife,22.0
Shyheim,Heltah Skeltah,22.0
Shyheim,Killah Priest,22.0
Shyheim,Jeru The Damaja,49.0
Shyheim,Group Home,22.0
Shyheim,Keith Murray,47.5
Shyheim,Bronze Nazareth,22.0
Shyheim,Blahzay Blahzay,22.0
Sid Sriram,Chinmayi,38.5
Sid Sriram,Vivek - Mervin,38.5
Sid Sriram,S. P. Balasubrahmanyam,38.5
Sid Sriram,Hiphop Tamizha,73.5
Sid Sriram,Sean Roldan,38.5
Sid Sriram,Stephen Zechariah,38.5
Sid Sriram,Haricharan,74.0
Sid Sriram,Karthik,75.5
Sid Sriram,Naresh Iyer,73.0
Sid Sriram,Thaman S,76.0
Sid Sriram,Devi Sri Prasad,77.0
Sid Sriram,Darbuka Siva,38.5
Sid Sriram,Sam C.S.,38.5
Sid Sriram,Ranjith Govind,71.0
Sid Sriram,Kala Bhairava,38.5
Sid Sriram,Yazin Nizar,38.5
Sid Sriram,Vijay Prakash,38.5
Sid Sriram,M. M. Keeravani,38.5
Sid Sriram,Sagar,38.5
Sid Sriram,Santhosh Narayanan,74.5
Sik-K,Simon Dominic,59.5
Sik-K,PENOMECO,62.0
Sik-K,Woodie Gochild,57.5
Sik-K,Hoody,61.5
Sik-K,DPR LIVE,65.0
Sik-K,Hash Swan,55.0
Sik-K,Coogie,60.0
Sik-K,jeebanoff,56.0
Sik-K,Kid Milli,58.5
Sik-K,BewhY,58.5
Sik-K,2xxx,53.5
Sik-K,Crush,66.5
Sik-K,Colde,61.5
Sik-K,Jooyoung,58.0
Sik-K,millic,48.5
Sik-K,BLOO,63.0
Sik-K,WOOGIE,53.0
Sik-K,nafla,57.0
Sik-K,DEAN,70.0
Sik-K,NO:EL,54.5
Simon Dominic,Sik-K,59.5
Simon Dominic,BewhY,57.0
Simon Dominic,Woodie Gochild,57.0
Simon Dominic,Hash Swan,53.5
Simon Dominic,Swings,53.0
Simon Dominic,BLOO,60.5
Simon Dominic,PENOMECO,56.5
Simon Dominic,Coogie,58.5
Simon Dominic,NO:EL,53.0
Simon Dominic,Kid Milli,57.0
Simon Dominic,nafla,55.5
Simon Dominic,DPR LIVE,62.5
Simon Dominic,Jvcki Wai,54.0
Simon Dominic,ONE,72.5
Simon Dominic,The Quiett,56.5
Simon Dominic,MINO,65.5
Simon Dominic,WOOGIE,52.5
Simon Dominic,Hoody,60.0
Simon Dominic,Loopy,56.0
Simon Dominic,millic,46.0
Sir Charles Mackerras,Bernard Haitink,53.5
Sir Charles Mackerras,Otto Klemperer,47.5
Sir Charles Mackerras,Günter Wand,48.0
Sir Charles Mackerras,Claudio Abbado,61.0
Sir Charles Mackerras,Bruno Walter,44.0
Sir Charles Mackerras,Charles Münch,44.0
Sir Charles Mackerras,Antonio Pappano,53.0
Sir Charles Mackerras,New Philharmonia Orchestra,51.0
Sir Charles Mackerras,Erich Leinsdorf,46.5
Sir Charles Mackerras,Richard Hickox,51.5
Sir Charles Mackerras,George Szell,51.5
Sir Charles Mackerras,Valery Gergiev,57.5
Sir Charles Mackerras,Mariss Jansons,53.0
Sir Charles Mackerras,Karl Böhm,56.0
Sir Charles Mackerras,Carlo Maria Giulini,52.0
Sir Charles Mackerras,Sir John Barbirolli,52.0
Sir Charles Mackerras,Sir Simon Rattle,61.0
Sir Charles Mackerras,Riccardo Muti,56.5
Sir Charles Mackerras,Klaus Tennstedt,46.5
Sir Charles Mackerras,Dame Janet Baker,25.5
Sir Colin Davis,Bernard Haitink,55.5
Sir Colin Davis,Valery Gergiev,59.5
Sir Colin Davis,David Zinman,57.0
Sir Colin Davis,Claudio Abbado,63.0
Sir Colin Davis,Mariss Jansons,55.0
Sir Colin Davis,Sir Simon Rattle,63.0
Sir Colin Davis,Philharmonia Orchestra,59.0
Sir Colin Davis,George Szell,53.5
Sir Colin Davis,City Of Birmingham Symphony Orchestra,51.5
Sir Colin Davis,BBC Symphony Orchestra,55.5
Sir Colin Davis,San Francisco Symphony,55.5
Sir Colin Davis,Chicago Symphony Orchestra,56.5
Sir Colin Davis,Royal Concertgebouw Orchestra,58.0
Sir Colin Davis,Staatskapelle Dresden,54.5
Sir Colin Davis,Antonio Pappano,55.0
Sir Colin Davis,New York Philharmonic,58.0
Sir Colin Davis,Gewandhausorchester Leipzig,56.5
Sir Colin Davis,Richard Hickox,53.5
Sir Colin Davis,Riccardo Muti,58.5
Sir Colin Davis,Czech Philharmonic Orchestra,53.5
Sir John Barbirolli,Otto Klemperer,48.5
Sir John Barbirolli,Bruno Walter,45.0
Sir John Barbirolli,Günter Wand,46.0
Sir John Barbirolli,Arturo Toscanini,42.5
Sir John Barbirolli,Evgeny Mravinsky,39.0
Sir John Barbirolli,Rudolf Kempe,42.0
Sir John Barbirolli,Kirill Kondrashin,44.5
Sir John Barbirolli,Sergiu Celibidache,45.0
Sir John Barbirolli,Klaus Tennstedt,44.5
Sir John Barbirolli,Charles Münch,45.0
Sir John Barbirolli,André Cluytens,42.5
Sir John Barbirolli,Claudio Abbado,59.0
Sir John Barbirolli,Wilhelm Furtwängler,46.0
Sir John Barbirolli,George Szell,52.5
Sir John Barbirolli,Antonio Pappano,53.0
Sir John Barbirolli,Pierre Monteux,43.0
Sir John Barbirolli,Richard Hickox,49.5
Sir John Barbirolli,Christian Thielemann,47.5
Sir John Barbirolli,Carlo Maria Giulini,52.0
Sir John Barbirolli,Paavo Järvi,24.5
Sir Mix-A-Lot,MC Hammer,60.0
Sir Mix-A-Lot,2 LIVE CREW,55.0
Sir Mix-A-Lot,Digital Underground,59.0
Sir Mix-A-Lot,Tone-Loc,55.0
Sir Mix-A-Lot,Kris Kross,56.5
Sir Mix-A-Lot,Vanilla Ice,59.5
Sir Mix-A-Lot,Young MC,56.0
Sir Mix-A-Lot,Kool Moe Dee,57.0
Sir Mix-A-Lot,Rob Base & DJ EZ Rock,55.0
Sir Mix-A-Lot,Fat Boys,47.5
Sir Mix-A-Lot,Run–D.M.C.,62.0
Sir Mix-A-Lot,DJ Jazzy Jeff & The Fresh Prince,60.0
Sir Mix-A-Lot,The Sugarhill Gang,57.0
Sir Mix-A-Lot,Whodini,51.5
Sir Mix-A-Lot,Heavy D & The Boyz,55.5
Sir Mix-A-Lot,Salt-N-Pepa,61.5
Sir Mix-A-Lot,Wreckx-N-Effect,52.0
Sir Mix-A-Lot,69 Boyz,50.5
Sir Mix-A-Lot,3rd Bass,48.0
Sir Mix-A-Lot,Kid 'N Play,47.5
Sir Simon Rattle,Philharmonia Orchestra,64.0
Sir Simon Rattle,Mariss Jansons,60.0
Sir Simon Rattle,Gewandhausorchester Leipzig,61.5
Sir Simon Rattle,City Of Birmingham Symphony Orchestra,56.5
Sir Simon Rattle,New York Philharmonic,63.0
Sir Simon Rattle,Chicago Symphony Orchestra,61.5
Sir Simon Rattle,Staatskapelle Dresden,59.5
Sir Simon Rattle,Royal Concertgebouw Orchestra,63.0
Sir Simon Rattle,BBC Symphony Orchestra,60.5
Sir Simon Rattle,Valery Gergiev,64.5
Sir Simon Rattle,Klaus Tennstedt,53.5
Sir Simon Rattle,Claudio Abbado,68.0
Sir Simon Rattle,Munich Philharmonic Orchestra,54.5
Sir Simon Rattle,San Francisco Symphony,60.5
Sir Simon Rattle,Bernard Haitink,60.5
Sir Simon Rattle,Sir Colin Davis,63.0
Sir Simon Rattle,Antonio Pappano,60.0
Sir Simon Rattle,Oslo Philharmonic Orchestra,56.0
Sir Simon Rattle,New Philharmonia Orchestra,58.0
Sir Simon Rattle,Borodin Quartet,52.5
Skizzy Mars,Cam Meekins,55.5
Skizzy Mars,Luke Christopher,59.5
Skizzy Mars,Huey Mack,54.0
Skizzy Mars,mike.,29.5
Skizzy Mars,Moosh & Twist,54.0
Skizzy Mars,YONAS,56.5
Skizzy Mars,Aer,69.5
Skizzy Mars,Justin Stone,29.5
Skizzy Mars,Kid Quill,29.5
Skizzy Mars,mansionz,29.5
Skizzy Mars,Bryce Vine,29.5
Skizzy Mars,Jez Dior,29.5
Skizzy Mars,Hoodie Allen,63.0
Skizzy Mars,Sammy Adams,61.0
Skizzy Mars,Nate Good,29.5
Skizzy Mars,Sam Lachow,29.5
Skizzy Mars,Hi-Rez,29.5
Skizzy Mars,Jazz Cartier,29.5
Skizzy Mars,gianni & kyle,29.5
Skizzy Mars,Chris Webby,29.5
Skylar Spence,Yung Bae,57.0
Skylar Spence,Desired,50.5
Skylar Spence,Macross 82-99,54.0
Skylar Spence,architecture in tokyo,23.5
Skylar Spence,Yuni Wa,23.5
Skylar Spence,Android52,46.0
Skylar Spence,FrankJavCee,48.5
Skylar Spence,Dan Mason ダン·メイソン,47.0
Skylar Spence,Night Tempo,50.5
Skylar Spence,Maitro,48.0
Skylar Spence,GHOST DATA,51.5
Skylar Spence,Moe Shop,23.5
Skylar Spence,Cocainejesus,23.5
Skylar Spence,King Quartz,23.5
Skylar Spence,VAPERROR,23.5
Skylar Spence,Blank Banshee,23.5
Skylar Spence,AnTgry,23.5
Skylar Spence,Home,23.5
Skylar Spence,FIBRE,23.5
Skylar Spence,luxury elite,23.5
Slick Rick,Big Daddy Kane,56.5
Slick Rick,Eric B. & Rakim,66.5
Slick Rick,Boogie Down Productions,54.0
Slick Rick,Brand Nubian,60.0
Slick Rick,Jeru The Damaja,57.5
Slick Rick,EPMD,59.5
Slick Rick,Craig Mack,57.0
Slick Rick,Biz Markie,57.0
Slick Rick,Grand Puba,56.5
Slick Rick,Special Ed,51.0
Slick Rick,Black Sheep,55.0
Slick Rick,Nice & Smooth,53.0
Slick Rick,Pete Rock & C.L. Smooth,57.5
Slick Rick,Rakim,66.5
Slick Rick,Digital Underground,60.0
Slick Rick,Naughty By Nature,61.0
Slick Rick,Jungle Brothers,56.5
Slick Rick,Das EFX,61.0
Slick Rick,Lords Of The Underground,57.5
Slick Rick,MC Lyte,59.0
Slovak Radio Symphony Orchestra,Philharmonia Orchestra,59.5
Slovak Radio Symphony Orchestra,Russian State Symphony Orchestra,28.0
Slovak Radio Symphony Orchestra,New York Philharmonic,58.5
Slovak Radio Symphony Orchestra,London Symphony Orchestra,66.5
Slovak Radio Symphony Orchestra,Royal Concertgebouw Orchestra,57.5
Slovak Radio Symphony Orchestra,English Chamber Orchestra,28.0
Slovak Radio Symphony Orchestra,Royal Liverpool Philharmonic Orchestra,56.5
Slovak Radio Symphony Orchestra,Sir Simon Rattle,61.5
Slovak Radio Symphony Orchestra,Boston Symphony Orchestra,58.5
Slovak Radio Symphony Orchestra,Academy of St. Martin in the Fields,63.0
Slovak Radio Symphony Orchestra,London Festival Orchestra,28.0
Slovak Radio Symphony Orchestra,Chicago Symphony Orchestra,57.0
Slovak Radio Symphony Orchestra,Moscow Symphony Orchestra,49.5
Slovak Radio Symphony Orchestra,Czech Philharmonic Orchestra,54.0
Slovak Radio Symphony Orchestra,Royal Philharmonic Orchestra,28.0
Slovak Radio Symphony Orchestra,Eugene Ormandy,57.0
Slovak Radio Symphony Orchestra,Staatskapelle Dresden,55.0
Slovak Radio Symphony Orchestra,BBC Concert Orchestra,28.0
Slovak Radio Symphony Orchestra,Ukraine National Symphony Orchestra,28.0
Slovak Radio Symphony Orchestra,St. Petersburg State Symphony Orchestra,28.0
Smash Mouth,Sugar Ray,67.0
Smash Mouth,The Presidents Of The United States Of America,66.0
Smash Mouth,Everclear,67.5
Smash Mouth,Fastball,62.0
Smash Mouth,Eve 6,64.0
Smash Mouth,Semisonic,66.0
Smash Mouth,Spin Doctors,68.5
Smash Mouth,Barenaked Ladies,34.5
Smash Mouth,Third Eye Blind,34.5
Smash Mouth,Matchbox Twenty,34.5
Smash Mouth,CAKE,69.0
Smash Mouth,Hootie & The Blowfish,34.5
Smash Mouth,Gin Blossoms,34.5
Smash Mouth,Counting Crows,34.5
Smash Mouth,Collective Soul,34.5
Smash Mouth,Better Than Ezra,64.5
Smash Mouth,The Wallflowers,34.5
Smash Mouth,Marcy Playground,66.0
Smash Mouth,Reel Big Fish,34.5
Smash Mouth,Goldfinger,34.5
Smithfield,Chris Bandi,23.0
Smithfield,Trea Landon,23.0
Smithfield,Ross Ellis,23.0
Smithfield,Brandon Ray,23.0
Smithfield,Walker Montgomery,23.0
Smithfield,Hunter Phelps,23.0
Smithfield,Tyler Braden,23.0
Smithfield,Drew Baldridge,23.0
Smithfield,Spencer Crandall,23.0
Smithfield,Clare Dunn,23.0
Smithfield,Kenton Bryant,23.0
Smithfield,Sammy Arriaga,50.5
Smithfield,Canaan Cox,23.0
Smithfield,John King,23.0
Smithfield,Justin Lee,23.0
Smithfield,Renee Blair,23.0
Smithfield,Levi Hummon,23.0
Smithfield,Carter Winter,23.0
Smithfield,Murphy Elmore,23.0
Smithfield,Ryan Robinette,23.0
Snail's House,dark cat,55.0
Snail's House,Tomggg,28.5
Snail's House,HoneyComeBear,28.5
Snail's House,cute girls doing cute things,53.0
Snail's House,YUC'e,28.5
Snail's House,Hyper Potions,28.5
Snail's House,In The Blue Shirt,28.5
Snail's House,Elliot Hsu,28.5
Snail's House,VGR,28.5
Snail's House,Wave Racer,28.5
Snail's House,bo en,28.5
Snail's House,omniboi,28.5
Snail's House,WRLD,28.5
Snail's House,dj-Jo,28.5
Snail's House,Qumu,28.5
Snail's House,Shawn Wasabi,28.5
Snail's House,leon chang,28.5
Snail's House,Nanahira,28.5
Snail's House,Grynpyret,28.5
Snail's House,Tokyo Machine,28.5
Song Ji Eun,Girl's Day,48.5
Song Ji Eun,G.NA,45.0
Song Ji Eun,NS Yoon-G,40.5
Song Ji Eun,Secret,53.5
Song Ji Eun,9MUSES,45.0
Song Ji Eun,Seo In Guk,47.5
Song Ji Eun,Mighty Mouth,39.0
Song Ji Eun,miss A,48.0
Song Ji Eun,HELLOVENUS,43.5
Song Ji Eun,SISTAR19,44.0
Song Ji Eun,Orange Caramel,45.5
Song Ji Eun,Dalshabet,41.5
Song Ji Eun,SISTAR,51.5
Song Ji Eun,T-ARA,50.0
Song Ji Eun,Apink,54.5
Song Ji Eun,FIESTAR,41.5
Song Ji Eun,AILEE,55.5
Song Ji Eun,Ji Yeon,40.5
Song Ji Eun,TEEN TOP,46.5
Song Ji Eun,Brown Eyed Girls,47.0
Sonny Landreth,Walter Trout,43.0
Sonny Landreth,Aynsley Lister,20.5
Sonny Landreth,Dave Hole,20.5
Sonny Landreth,Popa Chubby,20.5
Sonny Landreth,Coco Montoya,20.5
Sonny Landreth,Albert Cummings,20.5
Sonny Landreth,Tommy Castro,20.5
Sonny Landreth,The Fabulous Thunderbirds,48.0
Sonny Landreth,Tinsley Ellis,20.5
Sonny Landreth,Doyle Bramhall II,41.0
Sonny Landreth,Omar and The Howlers,20.5
Sonny Landreth,Bernard Allison,20.5
Sonny Landreth,Ronnie Earl,20.5
Sonny Landreth,Jimmie Vaughan,20.5
Sonny Landreth,The Vaughan Brothers,41.0
Sonny Landreth,Joe Louis Walker,20.5
Sonny Landreth,Robben Ford,45.0
Sonny Landreth,Tom Principato,20.5
Sonny Landreth,Joanne Shaw Taylor,20.5
Sonny Landreth,Roy Buchanan,48.0
Sonny Zero,hevel,24.0
Sonny Zero,Minshik,24.0
Sonny Zero,G. Nine,24.0
Sonny Zero,Mira,24.0
Sonny Zero,jstnwng,24.0
Sonny Zero,Nathania,24.0
Sonny Zero,Howl,24.0
Sonny Zero,Sweet The Kid,24.0
Sonny Zero,Keepitinside,24.0
Sonny Zero,Seo actor,24.0
Sonny Zero,Micah Yoo,24.0
Sonny Zero,Roman Kayz,24.0
Sonny Zero,Jae Luna,47.0
Sonny Zero,WavyCake,24.0
Sonny Zero,J.cob,24.0
Sonny Zero,amin,24.0
Sonny Zero,Milky Day,24.0
Sonny Zero,RAUDI,24.0
Sonny Zero,ZUHAIR,24.0
Sonny Zero,Aleebi,24.0
Sophia Scott,Taylor Acorn,28.0
Sophia Scott,Levi Hummon,28.0
Sophia Scott,Lacy Cavalier,28.0
Sophia Scott,Renee Blair,28.0
Sophia Scott,Sammy Arriaga,53.5
Sophia Scott,Kylie Morgan,56.0
Sophia Scott,Abby Anderson,28.0
Sophia Scott,Adam Doleac,28.0
Sophia Scott,Bailey Bryan,28.0
Sophia Scott,Hannah Ellis,28.0
Sophia Scott,Filmore,28.0
Sophia Scott,Tyler Braden,28.0
Sophia Scott,Noah Schnacky,28.0
Sophia Scott,Tenille Arts,62.0
Sophia Scott,Smithfield,52.0
Sophia Scott,Gabby Barrett,28.0
Sophia Scott,John King,28.0
Sophia Scott,Kaylee Bell,28.0
Sophia Scott,Spencer Crandall,28.0
Sophia Scott,Canaan Cox,28.0
Sophie Ellis-Bextor,Emma Bunton,31.5
Sophie Ellis-Bextor,Girls Aloud,62.5
Sophie Ellis-Bextor,Geri Halliwell,59.0
Sophie Ellis-Bextor,Sugababes,65.5
Sophie Ellis-Bextor,Dannii Minogue,54.5
Sophie Ellis-Bextor,Melanie C,62.5
Sophie Ellis-Bextor,Rachel Stevens,31.5
Sophie Ellis-Bextor,All Saints,63.5
Sophie Ellis-Bextor,Steps,66.0
Sophie Ellis-Bextor,Will Young,60.5
Sophie Ellis-Bextor,Annie,31.5
Sophie Ellis-Bextor,Atomic Kitten,31.5
Sophie Ellis-Bextor,Freemasons,31.5
Sophie Ellis-Bextor,Holly Valance,31.5
Sophie Ellis-Bextor,Kylie Minogue,31.5
Sophie Ellis-Bextor,Little Boots,31.5
Sophie Ellis-Bextor,Scissor Sisters,65.5
Sophie Ellis-Bextor,Nicola Roberts,31.5
Sophie Ellis-Bextor,Paris Hilton,60.5
Sophie Ellis-Bextor,The Saturdays,63.0
Soul Asylum,Sponge,59.0
Soul Asylum,Spin Doctors,62.5
Soul Asylum,Gin Blossoms,29.5
Soul Asylum,Semisonic,61.0
Soul Asylum,Toad The Wet Sprocket,29.5
Soul Asylum,Marcy Playground,62.0
Soul Asylum,Better Than Ezra,58.5
Soul Asylum,Collective Soul,29.5
Soul Asylum,Everclear,66.5
Soul Asylum,The Wallflowers,29.5
Soul Asylum,Fastball,57.0
Soul Asylum,The Verve Pipe,29.5
Soul Asylum,Spacehog,56.0
Soul Asylum,Seven Mary Three,29.5
Soul Asylum,Blind Melon,63.5
Soul Asylum,Toadies,61.0
Soul Asylum,Local H,58.5
Soul Asylum,Tonic,29.5
Soul Asylum,The Presidents Of The United States Of America,63.0
Soul Asylum,Cracker,58.5
Soul Coughing,Tripping Daisy,23.0
Soul Coughing,Spacehog,49.5
Soul Coughing,King Missile,23.0
Soul Coughing,Porno for Pyros,48.0
Soul Coughing,Toadies,51.5
Soul Coughing,The Presidents Of The United States Of America,54.5
Soul Coughing,Harvey Danger,51.5
Soul Coughing,Marcy Playground,54.5
Soul Coughing,Mike Doughty,23.0
Soul Coughing,Sponge,52.5
Soul Coughing,Violent Femmes,54.5
Soul Coughing,Ween,55.0
Soul Coughing,Luscious Jackson,23.0
Soul Coughing,Local H,52.0
Soul Coughing,They Might Be Giants,54.5
Soul Coughing,CAKE,57.5
Soul Coughing,Morphine,23.0
Soul Coughing,Cracker,50.0
Soul Coughing,Ben Folds Five,50.0
Soul Coughing,Jimmie's Chicken Shack,23.0
Soul II Soul,The S.O.S Band,27.5
Soul II Soul,Alexander O'Neal,27.5
Soul II Soul,Loose Ends,27.5
Soul II Soul,Joyce Sims,27.5
Soul II Soul,Gwen Guthrie,27.5
Soul II Soul,Womack & Womack,27.5
Soul II Soul,Jody Watley,27.5
Soul II Soul,Chaka Khan,27.5
Soul II Soul,CeCe Peniston,56.0
Soul II Soul,"Evelyn ""Champagne"" King",27.5
Soul II Soul,Teena Marie,27.5
Soul II Soul,Lisa Stansfield,27.5
Soul II Soul,Mica Paris,27.5
Soul II Soul,Shalamar,27.5
Soul II Soul,Cherrelle,27.5
Soul II Soul,Rene & Angela,27.5
Soul II Soul,Mtume,27.5
Soul II Soul,Stephanie Mills,27.5
Soul II Soul,Cameo,27.5
Soul II Soul,Change,27.5
Soulive,Lettuce,48.0
Soulive,Stanton Moore,38.0
Soulive,The Greyboy Allstars,45.0
Soulive,Karl Denson,42.5
Soulive,Galactic,47.0
Soulive,Charlie Hunter,45.0
Soulive,Robert Walter,38.0
Soulive,Medeski Scofield Martin & Wood,37.5
Soulive,"Medeski, Martin & Wood",48.5
Soulive,The New Mastersounds,46.0
Soulive,Papa Grows Funk,20.5
Soulive,Dumpstaphunk,42.0
Soulive,Eric Krasno,20.5
Soulive,The Motet,42.5
Soulive,The John Scofield Band,20.5
Soulive,Delvon Lamarr Organ Trio,20.5
Soulive,Marco Benevento,20.5
Soulive,Trey Anastasio,45.5
Soulive,Orgone,20.5
Soulive,Garage A Trois,20.5
Soulja Boy,Yung Joc,75.0
Soulja Boy,Young Money,36.0
Soulja Boy,Dem Franchize Boyz,68.0
Soulja Boy,Travis Porter,69.0
Soulja Boy,Waka Flocka Flame,36.0
Soulja Boy,Ying Yang Twins,73.0
Soulja Boy,Yo Gotti,36.0
Soulja Boy,David Banner,65.5
Soulja Boy,Baby Bash,70.0
Soulja Boy,Gorilla Zoe,66.5
Soulja Boy,Hurricane Chris,65.0
Soulja Boy,Lil Jon,79.0
Soulja Boy,Crime Mob,63.5
Soulja Boy,Mike Jones,36.0
Soulja Boy,Plies,74.5
Soulja Boy,T-Pain,79.5
Soulja Boy,Chingy,68.5
Soulja Boy,V.I.C.,36.0
Soulja Boy,New Boyz,36.0
Soulja Boy,Soulja Boyz,36.0
Souls Of Mischief,Hieroglyphics,53.5
Souls Of Mischief,The Pharcyde,65.0
Souls Of Mischief,Black Sheep,54.5
Souls Of Mischief,Del The Funky Homosapien,58.0
Souls Of Mischief,Jeru The Damaja,57.0
Souls Of Mischief,Digable Planets,57.5
Souls Of Mischief,People Under The Stairs,58.5
Souls Of Mischief,Casual,29.0
Souls Of Mischief,Pete Rock & C.L. Smooth,57.0
Souls Of Mischief,Binary Star,52.0
Souls Of Mischief,De La Soul,62.0
Souls Of Mischief,KMD,53.0
Souls Of Mischief,Freestyle Fellowship,48.5
Souls Of Mischief,Brand Nubian,54.5
Souls Of Mischief,Camp Lo,57.5
Souls Of Mischief,Organized Konfusion,29.0
Souls Of Mischief,Grand Puba,56.0
Souls Of Mischief,Blackalicious,56.5
Souls Of Mischief,Main Source,52.0
Souls Of Mischief,Black Moon,55.0
Soundgarden,Mad Season,67.5
Soundgarden,Alice In Chains,35.0
Soundgarden,Temple Of The Dog,72.0
Soundgarden,Stone Temple Pilots,76.0
Soundgarden,Jerry Cantrell,65.0
Soundgarden,Mother Love Bone,62.5
Soundgarden,Screaming Trees,65.5
Soundgarden,Jane's Addiction,69.0
Soundgarden,Days Of The New,67.5
Soundgarden,Blind Melon,71.0
Soundgarden,Candlebox,68.0
Soundgarden,Chris Cornell,35.0
Soundgarden,Bush,35.0
Soundgarden,Mudhoney,60.0
Soundgarden,Silverchair,35.0
Soundgarden,Local H,68.0
Soundgarden,Faith No More,70.5
Soundgarden,Audioslave,35.0
Soundgarden,The Smashing Pumpkins,35.0
Soundgarden,L7,35.0
South Club,1415,15.5
South Club,We Are The Night,15.5
South Club,Drug Restaurant,33.0
South Club,ROCOBERRY,15.5
South Club,Fromm,15.5
South Club,Wetter,15.5
South Club,BURSTERS,30.5
South Club,"Car, the garden",15.5
South Club,Dasutt,15.5
South Club,NELL,55.5
South Club,The Black Skirts,15.5
South Club,Bye Bye Badman,15.5
South Club,Kang Seung Yoon,42.5
South Club,O.O.O,15.5
South Club,THE SOLUTIONS,15.5
South Club,IZ,15.5
South Club,Royal Pirates,32.5
South Club,Zitten,15.5
South Club,Block B - BASTARZ,35.0
South Club,WINNER,46.5
Southern Structure,static breather,26.0
Southern Structure,"Jaz, The Legend",26.0
Southern Structure,Silk Mhake,11.5
Southern Structure,Clowee,11.5
Southern Structure,mazurka,11.5
Southern Structure,The Daily Bred,26.5
Southern Structure,Dizzy Halos,11.5
Southern Structure,Blame it on Ed,11.5
Southern Structure,Green Bicycle,27.5
Southern Structure,Ricki Wu,11.5
Southern Structure,Jackson Hacking,11.5
Southern Structure,Son Of Arn,11.5
Southern Structure,bito bitox,27.5
Southern Structure,Kirolo,11.5
Southern Structure,Recaps,27.5
Southern Structure,Vanilla Beach,11.5
Southern Structure,Sail & Weep,34.5
Southern Structure,Fox and Hounds,11.5
Southern Structure,Kantboll,28.5
Southern Structure,Audio Avenues,28.5
Spacehog,Sponge,54.0
Spacehog,Marcy Playground,57.0
Spacehog,Tripping Daisy,24.5
Spacehog,Soul Coughing,49.5
Spacehog,The Verve Pipe,24.5
Spacehog,The Presidents Of The United States Of America,56.0
Spacehog,Fastball,52.0
Spacehog,Toadies,53.0
Spacehog,Soul Asylum,56.0
Spacehog,Everclear,57.5
Spacehog,Harvey Danger,53.0
Spacehog,Better Than Ezra,53.5
Spacehog,Local H,53.5
Spacehog,Porno for Pyros,49.5
Spacehog,Toad The Wet Sprocket,24.5
Spacehog,Semisonic,56.0
Spacehog,Spin Doctors,57.5
Spacehog,Jimmie's Chicken Shack,24.5
Spacehog,Seven Mary Three,24.5
Spacehog,Eve 6,55.0
Spafford,The Magic Beans,18.0
Spafford,Twiddle,43.5
Spafford,Lotus ,49.0
Spafford,Perpetual Groove,40.5
Spafford,Keller Williams,42.5
Spafford,moe.,48.5
Spafford,The String Cheese Incident,44.0
Spafford,Tea Leaf Green,36.5
Spafford,The Disco Biscuits,41.0
Spafford,STS9,18.0
Spafford,Railroad Earth,42.5
Spafford,Leftover Salmon,42.0
Spafford,Trey Anastasio,44.0
Spafford,Umphrey's McGee,44.5
Spafford,Strangefolk,35.5
Spafford,Ekoostik Hookah,36.5
Spafford,Assembly of Dust,35.5
Spafford,The Big Wu,35.5
Spafford,Jerry Garcia Band,44.0
Spafford,Widespread Panic,45.5
Special Ed,Nice & Smooth,45.0
Special Ed,Stetsasonic,20.5
Special Ed,3rd Bass,41.0
Special Ed,Mc Shan,20.5
Special Ed,Marley Marl,20.5
Special Ed,Biz Markie,48.0
Special Ed,Kool Moe Dee,49.0
Special Ed,MC Lyte,48.0
Special Ed,Audio Two,20.5
Special Ed,Boogie Down Productions,44.0
Special Ed,Kool G Rap & DJ Polo,41.0
Special Ed,Chubb Rock,20.5
Special Ed,Big Daddy Kane,47.5
Special Ed,X-Clan,20.5
Special Ed,Leaders of the New School,20.5
Special Ed,Doug E. Fresh,20.5
Special Ed,Schoolly D,20.5
Special Ed,Just-Ice,20.5
Special Ed,Black Sheep,46.0
Special Ed,D-Nice,20.5
Spice Girls,All Saints,66.5
Spice Girls,Emma Bunton,35.5
Spice Girls,Geri Halliwell,62.0
Spice Girls,Sugababes,68.5
Spice Girls,Melanie C,66.5
Spice Girls,Girls Aloud,66.5
Spice Girls,S Club 7,67.5
Spice Girls,Steps,70.0
Spice Girls,Atomic Kitten,35.5
Spice Girls,Victoria Beckham,35.5
Spice Girls,A*Teens,35.5
Spice Girls,Five,35.5
Spice Girls,Aqua,35.5
Spice Girls,Samantha Mumba,35.5
Spice Girls,B*Witched,35.5
Spice Girls,Jessica Simpson,35.5
Spice Girls,The Saturdays,67.0
Spice Girls,Billie Piper,35.5
Spice Girls,Sophie Ellis-Bextor,69.0
Spice Girls,Mel B,35.5
Spin Doctors,Gin Blossoms,31.0
Spin Doctors,Hootie & The Blowfish,31.0
Spin Doctors,Toad The Wet Sprocket,31.0
Spin Doctors,Fastball,58.5
Spin Doctors,Better Than Ezra,61.0
Spin Doctors,Semisonic,62.5
Spin Doctors,The Wallflowers,31.0
Spin Doctors,Blues Traveler,63.0
Spin Doctors,Sugar Ray,63.5
Spin Doctors,Soul Asylum,62.5
Spin Doctors,Counting Crows,31.0
Spin Doctors,Everclear,64.0
Spin Doctors,Collective Soul,31.0
